input,elevation
"38.725838, -90.111791",134
"39.363052, -90.221550",183
"39.264194, -90.690137",210
"38.889834, -89.846171",169
"39.123135, -90.626568",205
"38.801357, -90.091714",126
"39.131717, -89.481382",190
"39.440017, -90.544720",184
"39.201650, -89.403275",199
"39.110571, -90.321217",199
"39.319254, -90.665420",184
"39.204343, -90.339427",163
"39.179457, -89.671970",204
"38.971118, -89.769571",179
"38.656488, -90.165046",122
"38.681906, -90.142400",122
"38.789567, -89.779093",159
"38.725931, -89.961315",177
"39.198422, -90.149764",171
"39.226090, -90.632707",214
"38.929024, -89.983292",165
"39.089106, -89.739298",200
"39.296898, -90.732493",165
"38.955000, -89.689742",186
"39.302262, -89.296245",200
"39.343372, -89.219136",209
"39.031034, -89.522480",182
"39.478630, -90.486079",204
"39.110499, -90.143849",198
"39.137908, -89.104220",183
"39.264927, -90.225000",158
"39.489989, -90.317508",191
"39.354451, -89.201432",213
"38.838368, -90.063668",139
"39.081894, -89.804500",191
"38.980771, -89.579837",181
"38.817014, -90.065488",126
"39.012430, -89.799816",186
"39.129585, -89.495141",194
"38.670356, -90.169630",119
"39.056246, -89.610567",181
"39.418572, -90.431226",173
"39.066361, -89.853922",192
"39.245549, -89.349870",200
"38.861343, -90.069002",136
"38.936656, -89.852627",172
"39.386098, -90.304622",167
"38.644323, -90.140058",121
"38.599955, -90.077337",130
"38.633745, -90.090166",132
"38.609757, -90.122803",130
"38.572218, -90.166692",124
"38.582466, -90.123247",128
"38.595364, -90.004917",180
"38.376408, -89.603629",137
"38.508296, -89.608858",128
"38.618617, -89.601788",143
"38.175221, -89.852833",135
"38.522191, -89.473788",125
"38.605786, -89.431899",139
"38.478277, -89.998032",158
"38.512175, -89.905355",146
"38.535922, -90.059478",164
"38.542964, -89.852114",132
"38.535162, -89.999556",171
"38.635005, -89.530995",146
"38.612258, -89.319337",138
"38.631487, -89.999888",168
"37.942252, -89.788551",145
"38.683215, -89.982058",168
"38.436589, -90.216459",130
"38.186721, -89.568470",163
"38.034013, -89.542673",147
"38.535176, -90.161471",150
"38.501857, -90.176557",180
"38.011193, -89.893864",156
"38.112957, -89.948834",134
"38.419053, -89.889400",145
"38.195693, -90.198775",198
"38.545339, -89.562816",131
"38.890366, -89.427577",147
"38.303038, -89.996400",142
"38.755322, -89.667366",164
"38.540795, -89.266110",138
"38.777731, -89.300082",145
"38.609353, -89.822906",136
"38.313204, -89.783121",120
"38.284874, -89.728709",130
"38.460897, -89.782081",127
"38.460653, -90.100700",185
"37.997579, -90.000394",109
"38.939792, -89.293230",169
"38.326439, -89.410588",160
"38.315762, -89.900151",118
"38.499764, -89.673407",130
"38.486685, -89.677069",128
"38.276295, -89.539572",168
"38.599987, -89.915474",163
"38.450120, -89.519141",135
"37.991857, -89.596983",146
"38.786795, -89.583856",163
"38.100030, -89.413973",152
"38.809868, -89.551148",158
"38.097110, -90.112311",114
"38.207527, -89.992598",141
"38.150897, -90.135745",203
"37.846636, -89.647988",154
"38.706880, -89.779352",152
"38.363067, -89.718104",125
"38.881265, -89.313988",167
"38.389548, -90.010539",151
"38.118590, -89.715824",159
"37.988592, -89.687262",122
"38.596906, -89.751472",149
"38.211462, -89.677286",161
"38.619321, -89.697140",151
"38.702560, -89.867485",162
"38.283878, -90.323662",118
"38.052121, -89.806332",159
"38.310793, -90.159394",195
"39.931138, -91.385695",196
"39.928189, -91.343938",216
"40.209847, -90.930892",209
"39.707290, -91.024194",226
"40.317726, -91.228289",191
"39.767988, -90.891698",239
"40.235474, -91.053025",208
"40.152482, -90.731284",174
"40.030377, -91.082819",225
"40.409722, -91.095437",191
"39.797568, -90.687395",179
"39.998277, -90.966328",228
"40.045624, -91.162046",217
"40.416736, -90.809095",208
"40.571437, -91.125784",195
"40.388846, -91.233644",204
"40.468065, -91.171385",208
"39.987974, -91.238047",215
"40.128504, -91.038100",217
"39.734770, -90.728245",185
"40.426611, -91.295738",201
"39.696603, -91.245013",138
"40.168894, -90.831101",201
"39.704319, -91.127325",153
"40.150624, -90.951257",208
"39.870093, -91.088955",205
"40.187552, -91.367329",201
"40.170546, -91.191859",197
"40.113608, -91.268867",213
"39.564547, -90.650116",204
"39.967967, -90.756345",211
"40.528412, -91.345937",201
"39.412245, -90.778624",220
"39.589680, -91.076672",138
"39.685820, -90.867067",220
"40.587585, -91.253470",218
"40.033138, -91.201056",224
"39.816263, -91.263432",209
"39.480283, -90.645467",201
"39.782328, -90.747127",180
"39.590496, -90.769665",218
"39.796400, -91.165131",227
"39.472086, -90.901821",183
"40.299312, -90.874264",192
"39.517293, -91.007228",137
"40.241879, -91.339323",208
"40.408924, -90.912064",162
"40.006342, -90.868520",227
"40.120548, -91.434891",146
"39.905859, -90.634784",191
"40.283497, -91.403355",194
"40.238230, -91.190901",203
"39.118722, -88.562385",178
"38.538800, -87.733213",152
"39.071264, -88.733651",188
"39.138799, -87.837748",172
"39.174413, -88.826356",188
"38.707240, -87.766552",133
"39.022272, -88.973758",170
"38.610736, -87.989672",142
"39.287033, -87.998545",197
"38.753530, -87.943530",143
"39.238796, -88.883247",176
"39.462687, -87.579890",168
"38.991159, -88.420192",171
"38.830094, -88.092198",141
"38.892322, -88.664029",169
"38.873127, -87.649864",155
"39.262654, -88.136713",179
"39.228170, -88.988744",177
"39.135473, -88.139823",171
"39.106742, -87.715756",152
"38.842047, -88.321795",149
"39.179864, -88.252556",170
"39.321114, -88.869227",177
"38.744062, -87.639699",125
"39.395491, -88.267884",219
"39.397619, -87.697612",196
"39.303946, -87.853807",196
"38.954328, -88.627068",178
"39.276544, -88.739300",193
"39.169156, -88.321348",176
"38.502952, -88.213291",138
"39.314746, -88.448275",198
"38.968356, -88.179181",161
"39.006223, -87.914352",152
"38.713182, -88.089183",142
"38.971206, -87.611114",154
"38.590061, -88.014703",156
"38.999665, -87.755852",163
"39.024780, -88.851563",187
"38.930022, -88.027785",142
"38.601727, -87.717505",130
"39.194169, -88.684349",193
"39.236991, -88.460632",196
"39.276648, -88.605375",195
"39.349390, -88.640463",195
"38.728411, -87.852631",133
"39.131186, -88.435002",178
"39.276946, -88.270309",182
"39.351236, -88.333828",195
"38.946188, -89.130148",171
"39.021649, -88.567764",168
"39.423611, -88.000675",200
"38.889631, -88.046510",137
"38.542112, -88.016560",143
"39.233553, -87.643438",139
"39.179972, -87.743616",168
"39.037041, -88.306897",175
"38.997392, -87.999575",147
"39.127228, -88.022012",167
"39.941961, -88.805357",209
"39.530665, -89.028916",193
"40.143468, -89.210602",192
"39.721984, -89.150811",186
"39.762441, -89.050691",206
"39.860416, -89.378281",179
"39.591653, -89.425262",184
"40.054193, -89.191409",186
"39.928796, -89.395320",181
"39.818041, -89.455998",185
"39.817070, -88.926317",186
"39.827583, -89.047800",190
"39.844096, -88.952216",204
"39.901605, -88.989407",206
"39.560286, -89.675123",187
"39.674378, -89.377560",178
"39.763354, -88.989253",220
"39.446936, -89.615992",196
"39.529684, -88.800594",201
"39.924871, -88.968976",203
"39.629013, -89.652261",179
"39.853267, -89.094760",202
"39.356412, -89.519915",193
"39.866030, -89.251291",182
"39.583957, -89.417493",188
"39.965366, -89.355146",177
"39.971422, -89.152233",186
"39.706394, -88.967836",215
"39.756717, -89.388304",164
"39.431455, -89.445923",189
"39.770482, -89.242253",183
"39.981254, -89.283539",187
"39.771029, -88.867155",215
"39.617876, -88.989628",189
"39.855374, -89.158927",179
"39.266267, -89.107186",200
"39.944478, -88.882261",207
"39.462980, -89.210466",191
"39.474974, -89.375213",188
"39.396869, -89.104534",204
"39.586712, -89.549853",183
"39.298630, -89.602818",193
"39.863895, -89.501913",169
"39.719259, -89.496252",177
"39.411777, -88.804095",197
"39.645213, -89.189850",185
"39.561004, -89.289158",190
"39.588581, -89.448004",185
"39.381008, -88.960225",196
"39.360937, -89.701524",191
"39.945409, -89.074133",191
"39.749094, -90.039255",197
"39.558844, -90.434858",192
"39.884116, -90.398177",141
"39.896048, -90.063158",193
"39.997432, -89.665941",182
"39.585061, -89.757381",193
"40.156822, -90.169890",140
"39.982598, -90.402049",139
"39.726720, -90.520580",172
"39.978177, -90.353449",148
"40.156569, -90.363732",182
"39.910049, -89.687458",178
"39.282802, -89.883939",190
"40.059128, -90.111077",143
"39.779463, -90.403198",189
"39.677477, -89.716922",184
"39.254828, -90.090501",177
"39.827417, -90.354199",183
"40.223540, -89.870793",151
"40.011749, -89.454744",173
"40.296711, -89.471453",178
"39.609301, -90.081236",204
"40.037670, -90.486012",130
"39.428260, -89.804994",204
"40.093598, -89.724853",156
"40.242994, -89.451703",183
"40.287943, -90.054538",156
"39.357528, -90.070237",181
"39.734542, -90.223047",194
"40.169931, -89.986537",152
"40.140745, -89.370598",173
"39.668014, -89.826988",184
"39.540551, -90.328759",210
"40.212562, -89.724144",175
"39.816949, -90.529555",137
"40.086111, -89.543875",182
"39.487765, -89.992297",207
"39.565113, -90.238419",200
"39.742995, -89.891711",193
"40.172880, -89.558457",167
"39.398009, -89.804455",203
"40.085543, -89.978691",172
"39.441118, -90.023313",206
"40.036029, -89.847921",180
"39.852210, -89.883178",189
"40.136241, -90.542754",207
"40.298725, -89.630971",188
"39.909609, -89.586366",178
"39.139883, -90.002766",181
"39.945973, -89.923096",190
"39.533670, -89.761848",197
"39.505912, -89.762809",205
"39.958257, -90.210428",192
"39.583520, -89.939137",191
"39.958048, -89.516172",174
"39.622780, -90.477118",165
"39.627088, -90.223650",206
"39.800708, -89.648813",188
"39.824137, -89.641940",182
"39.762432, -89.629838",181
"39.773498, -89.683840",183
"39.854960, -89.650458",178
"39.765466, -89.729326",182
"39.753814, -89.579701",176
"38.512863, -89.141837",153
"38.453336, -89.295029",149
"38.382237, -88.076602",143
"38.744774, -88.940675",177
"38.306180, -89.188699",166
"38.268646, -88.290948",148
"38.201276, -88.752318",146
"38.382970, -87.905586",134
"37.997347, -88.916946",143
"38.378397, -88.731915",146
"38.458352, -87.966440",117
"38.189765, -88.922922",123
"37.954474, -88.476107",110
"38.383278, -87.965346",119
"37.977311, -89.016586",130
"38.242402, -88.237445",124
"38.071022, -88.129673",115
"37.977539, -89.056451",134
"38.528520, -88.445583",140
"38.669452, -88.341669",166
"37.998887, -89.068659",151
"38.170656, -88.047709",135
"38.194537, -88.601621",130
"37.973558, -88.489540",112
"38.443409, -88.967632",166
"38.234969, -89.222732",161
"38.011822, -89.248910",141
"38.361723, -88.164177",120
"38.106048, -88.321638",127
"38.094569, -88.805455",149
"38.360406, -88.352856",140
"38.883771, -88.739995",173
"38.665702, -88.501238",153
"37.859261, -89.000174",115
"38.467672, -88.371044",138
"38.382210, -88.199061",117
"38.262729, -88.043467",153
"38.142517, -88.868153",135
"38.434116, -89.166535",164
"38.584940, -88.773698",154
"38.494727, -88.594820",147
"38.427545, -88.659954",140
"38.350223, -87.866785",135
"38.516107, -88.912193",173
"38.769938, -88.801043",172
"37.956409, -88.838457",153
"38.811813, -88.492950",148
"38.081344, -88.532699",142
"38.041367, -88.731934",154
"38.030335, -88.022988",112
"38.219114, -88.299337",116
"38.415834, -87.859872",132
"38.330493, -88.902519",145
"37.972104, -89.080092",139
"37.912266, -88.098946",105
"38.677710, -88.228125",140
"37.956600, -88.277773",141
"38.635153, -89.053057",163
"37.875359, -88.272861",112
"38.268168, -88.809735",154
"37.918705, -88.976028",137
"38.755452, -89.121198",147
"38.276413, -89.195732",164
"38.392824, -89.211204",165
"38.574513, -88.507898",143
"38.764906, -88.360495",140
"38.866987, -88.884389",181
"38.635332, -88.927356",165
"38.636254, -89.118646",155
"38.168415, -89.120371",153
"38.083366, -89.056171",142
"38.859059, -89.054212",164
"38.380898, -88.539227",127
"38.184525, -88.361960",119
"38.130976, -89.234469",153
"38.456539, -88.823598",159
"37.906205, -88.737966",152
"38.015023, -89.042451",144
"38.808355, -89.075972",157
"38.465810, -89.030168",165
"38.208520, -89.036709",141
"38.305545, -88.555138",120
"37.890492, -88.915973",124
"38.094608, -88.898862",128
"38.350379, -89.060166",165
"38.618890, -88.642463",162
"37.739004, -89.209109",119
"37.662587, -89.117546",126
"37.674118, -89.276234",154
"37.557710, -89.367362",207
"37.462109, -89.172530",150
"37.872468, -89.497450",182
"37.310226, -88.864901",105
"37.153109, -88.534459",124
"37.476199, -89.032407",151
"37.061169, -89.218249",90
"37.783608, -89.119606",131
"37.930677, -89.568714",145
"37.693416, -88.651628",120
"37.789529, -89.088131",127
"37.524023, -88.138368",176
"37.550074, -89.237778",186
"37.801912, -89.084262",123
"37.620754, -88.814807",133
"37.346432, -89.016004",113
"37.823000, -89.198023",120
"37.366678, -89.131409",153
"37.934662, -89.242307",118
"37.482396, -88.575321",157
"37.837843, -88.441090",123
"37.521430, -88.292023",153
"37.892867, -89.213656",124
"37.772371, -89.025656",144
"37.707239, -88.358633",112
"37.839547, -88.634847",127
"37.381459, -88.539420",128
"37.551161, -88.981647",224
"37.738486, -89.471814",114
"37.239258, -88.986107",121
"37.649362, -89.472870",117
"37.357564, -88.750384",126
"37.709862, -88.538845",109
"37.528691, -88.453991",193
"37.817138, -89.030678",123
"37.827923, -89.144607",117
"37.746447, -89.560711",109
"37.823971, -88.929329",138
"37.417455, -89.343450",197
"37.209471, -88.849519",112
"37.692088, -88.279548",113
"37.279795, -88.938359",103
"37.312496, -89.426131",102
"37.630995, -89.230987",176
"37.718218, -88.910435",131
"37.225299, -88.709403",113
"37.338171, -89.254854",130
"37.075360, -89.335889",99
"37.094559, -89.169921",96
"37.129263, -89.224360",129
"37.767319, -88.520616",115
"37.775136, -89.350979",118
"37.584310, -88.736917",167
"37.154393, -89.342299",103
"37.222203, -89.090532",143
"37.542288, -88.791037",195
"37.781202, -88.782992",167
"37.633773, -89.387589",183
"37.221663, -89.204377",100
"37.851778, -88.545923",133
"37.822024, -88.186317",114
"37.424825, -88.365319",127
"37.902971, -89.121219",131
"37.708208, -88.149138",107
"37.458595, -88.685445",137
"37.618725, -88.660351",125
"37.259641, -89.289268",171
"37.228582, -89.398842",174
"37.280117, -89.165805",110
"37.906728, -89.342358",114
"37.438053, -88.877680",125
"37.157531, -89.151028",114
"37.982297, -89.590441",152
"37.512070, -89.458153",108
"37.869529, -89.056407",114
"38.644214, -90.651407",177
"38.430371, -90.392100",140
"38.603678, -90.559295",209
"38.347377, -90.453537",199
"38.406982, -91.151005",227
"38.651805, -91.313445",180
"38.405785, -90.759427",216
"38.352457, -90.634964",183
"38.651309, -90.531216",162
"38.226362, -90.376992",118
"38.100971, -90.565549",220
"38.569840, -90.545689",163
"38.268630, -90.698824",188
"38.487530, -90.620119",154
"38.503348, -90.460968",161
"38.137919, -90.392182",170
"38.113945, -90.727087",263
"38.812046, -90.353620",168
"38.800147, -90.274817",171
"38.848304, -90.288423",141
"37.982007, -90.367450",308
"38.428728, -91.303851",263
"38.577047, -90.667758",236
"38.494496, -90.839295",175
"38.572950, -90.635031",239
"38.260132, -90.787529",244
"38.784130, -90.383731",177
"38.729739, -90.461383",155
"38.772791, -90.430046",148
"38.769205, -90.463466",137
"38.195501, -90.487417",134
"38.257558, -90.393130",129
"38.481047, -90.531413",245
"38.258066, -90.579790",224
"38.377775, -90.576636",183
"38.388903, -90.436886",225
"38.366588, -90.363927",124
"38.529619, -90.835038",166
"38.399680, -91.215039",217
"38.343300, -90.405572",162
"38.260590, -90.875985",225
"38.272892, -90.812221",232
"38.565884, -91.244062",164
"38.490835, -90.732019",185
"38.287955, -90.428585",188
"38.150005, -90.821120",265
"38.369617, -90.813033",185
"38.588797, -90.782846",145
"38.726499, -90.388703",185
"38.329075, -90.984475",216
"38.260582, -91.099799",254
"38.192428, -91.075962",253
"38.421900, -91.019289",198
"38.013279, -90.451539",222
"38.549620, -90.499888",142
"38.458280, -90.889571",174
"38.535267, -91.048832",205
"38.371663, -91.393223",270
"38.631558, -90.192610",151
"38.635181, -90.187001",144
"38.629712, -90.216863",153
"38.611126, -90.214086",161
"38.644308, -90.328202",184
"38.644397, -90.208316",152
"38.663921, -90.212106",154
"38.644803, -90.253417",173
"38.584601, -90.294432",150
"38.625794, -90.266998",145
"38.558084, -90.250008",146
"38.658933, -90.282670",151
"38.658004, -90.247592",157
"38.702256, -90.363674",193
"38.682188, -90.239975",149
"38.580814, -90.264108",157
"38.630765, -90.330852",160
"38.592440, -90.226241",162
"38.588449, -90.351341",175
"38.690576, -90.262088",162
"38.707192, -90.301332",207
"38.581190, -90.417981",192
"38.547432, -90.328109",172
"38.638103, -90.380268",164
"38.518452, -90.293514",159
"38.549656, -90.378592",179
"38.534493, -90.417387",155
"38.492060, -90.386300",166
"38.458675, -90.316506",157
"38.665066, -90.325307",163
"38.617391, -90.444197",188
"38.676026, -90.377994",205
"38.680917, -90.305996",165
"38.740404, -90.345956",180
"38.749681, -90.298718",171
"38.743304, -90.259776",152
"38.750543, -90.211660",169
"38.801051, -90.192397",151
"38.610412, -90.291723",175
"38.738381, -90.323063",179
"38.658285, -90.458195",178
"38.611729, -90.321432",159
"38.619024, -90.347719",151
"38.697686, -90.474667",164
